fid;nama tempat;url tempat;alamat;nomor telepon;latitude;longitude;latilong;kategori gmaps;website;rating;review terbaru;status review;input direktori;modifikasi;kk;gid;bstt;luas;bsbtt;idsls;kdkab;kdkec;kdsls;nmkab;nmkec;nmsls;bstt_k;kddesa;kdprov;khusus;muatan;nmdesa;nmprov;posisi;segmen;subsls;sumber;dom_sls;periode;tingkat;idsubsls;nm_gedung;wil_campur
7846;Cabe Merah Restaurant;https://www.google.com/maps/place/Cabe+Merah+Restaurant/@-1.2728621,116.8593408,17z/data=!4m6!3m5!1s0x2df146c3986c263d:0xb54efaa63a5257f3!8m2!3d-1.2728621!4d116.8593408!16s%2Fg%2F11f5l375_p?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Mall E- Walk Lantai LG Unit 16 - 18, Jl. Jenderal Sudirman No.47, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;(0542) 8528239;-1,2728621;116,8593408;-1.2728621,116.8593408;Restoran Indonesia;Website tidak ditemukan;4,3;;Ulasan terbaru tanpa label 'NEW';warung di Balikpapan Utara;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7847;Mapsgc Street Bbq;https://www.google.com/maps/place/GC+Street+BBQ/@-1.2737187,116.858586,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14753ad93e899:0x985874e0cc36f3b6!8m2!3d-1.2737187!4d116.858586!16s%2Fg%2F11kpz6dhd8?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;PVG5+GFJ Jl. Jenderal Sudirman, Balikpapan Superblock E. Walk Mall, Gunung Bahagia, Balikpapan Selatan, Balikpapan City, East Kalimantan 76114;0895-8039-60606;-1,2737187;116,858586;-1.2737187,116.858586;Warung;Website tidak ditemukan;4,9;;Ulasan terbaru tanpa label 'NEW';warung di Balikpapan Selatan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7848;Mapsbsb Seafood 45;https://www.google.com/maps/place/BSB+Seafood+45/@-1.2753406,116.8567453,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147cf6f1f8753:0xba583e903fd74663!8m2!3d-1.2753406!4d116.8567453!16s%2Fg%2F11rkp8tpr7?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Ruby Tower Apartment, Komplek, Kota Balikpapan, Kalimantan Timur 76114;0811-599-858;-1,2753406;116,8567453;-1.2753406,116.8567453;Warung;Website tidak ditemukan;4,4;;Ulasan terbaru tanpa label 'NEW';warung di Balikpapan Selatan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7849;CU Daya Lestari;https://www.google.com/maps/place/CU+Daya+Lestari/@-1.2739295,116.861854,17z/data=!3m1!4b1!4m6!3m5!1s0x2df146c275dd0559:0x764db3d5a8223df5!8m2!3d-1.2739295!4d116.861854!16s%2Fg%2F11cm6279m3?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Jl. Jenderal Sudirman RT.19 No.26B, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;0813-4777-6565;-1,2739295;116,861854;-1.2739295,116.861854;Koperasi;Website tidak ditemukan;4,5;2 tahun lalu;Ulasan terbaru tanpa label 'NEW';simpan pinjam di kota Balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7850;HarCor Cafe Balikpapan;https://www.google.com/maps/place/HarCor+Cafe+Balikpapan/@-1.2709067,116.8600884,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14786de48d4e5:0x31740f998ad81e49!8m2!3d-1.2709067!4d116.8600884!16s%2Fg%2F11nx17f_kj?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Jl. Pupuk Raya No.RT.19, Damai, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76114;0812-5598-5662;-1,2709067;116,8600884;-1.2709067,116.8600884;Kafe;Website tidak ditemukan;4,4;2 tahun lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7851;Bank Kaltim KCP Balikpapan Super Blok;https://www.google.com/maps/place/Bank+Kaltim+KCP+Balikpapan+Super+Blok/@-1.2718922,116.8594335,17z/data=!3m1!4b1!4m6!3m5!1s0x2df146c2432df78b:0xee1f9468536a8979!8m2!3d-1.2718922!4d116.8594335!16s%2Fg%2F11c5dfvt_9?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Ruko BSB, Jl. Jenderal Sudirman No.20 Blok A, Kota Balikpapan, Kalimantan Timur 76114;(0542) 7586767;-1,2718922;116,8594335;-1.2718922,116.8594335;Bank;Website tidak ditemukan;3,9;sebulan lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7852;SAY BREAD INDOMARET SUPERBLOCK BPN;https://www.google.com/maps/place/SAY+BREAD+INDOMARET+SUPERBLOCK+BPN/@-1.2722377,116.8589499,17z/data=!4m6!3m5!1s0x2df147c4ead9b8cb:0x37092477b9cf7cdc!8m2!3d-1.2722377!4d116.8589499!16s%2Fg%2F11sstmwbqp?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Super Block, Jl. Jenderal Sudirman, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,2722377;116,8589499;-1.2722377,116.8589499;Toko Roti;Website tidak ditemukan;5,0;setahun lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7853;Indomaret BSB;https://www.google.com/maps/place/Indomaret+BSB/@-1.2722539,116.8587862,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1470bcaffc753:0xa95acae432e0eea8!8m2!3d-1.2722539!4d116.8587862!16s%2Fg%2F11fmx_vwz3?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;PVH5+3GV, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,2722539;116,8587862;-1.2722539,116.8587862;Minimarket;indomaret.co.id;3,0;4 bulan lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7854;Bank BRI Unit Balikpapan Permai;https://www.google.com/maps/place/Bank+BRI+Unit+Balikpapan+Permai/@-1.2728987,116.8580033,17z/data=!3m1!4b1!4m6!3m5!1s0x2df146c308b97d35:0x461f7a65c920bfa6!8m2!3d-1.2728987!4d116.8580033!16s%2Fg%2F11g8v1p6kq?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Jl. Jenderal Sudirman No.22, Damai, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76114;(0542) 731159;-1,2728987;116,8580033;-1.2728987,116.8580033;Bank;Website tidak ditemukan;4,6;6 tahun lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7855;Bontings BSB Oleh oleh Khas Balikpapan;https://www.google.com/maps/place/Bontings+BSB+Oleh+oleh+Khas+Balikpapan/@-1.27298,116.8607665,17z/data=!4m6!3m5!1s0x2df1474adbf61d59:0x17ec8617994045ec!8m2!3d-1.27298!4d116.8607665!16s%2Fg%2F11fk4qnp3y?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Jl. Jenderal Sudirman No.13, RT.19, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;0813-4947-4696;-1,27298;116,8607665;-1.27298,116.8607665;Toko Suvenir;oleholehkhasbalikpapan.com;4,6;6 bulan lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7856;J iCON Residence;https://www.google.com/maps/place/J+iCON+Residence/@-1.2730627,116.8596896,17z/data=!4m9!3m8!1s0x2df146c35f9bcb05:0x6c048d7a4e7f1104!5m2!4m1!1i2!8m2!3d-1.2730627!4d116.8596896!16s%2Fg%2F11c1wvssk1?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Jl. Jenderal Sudirman No.47, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;(0542) 8522999;-1,2730627;116,8596896;-1.2730627,116.8596896;Â·;jatrahotels.com;3,8;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7857;Okeshop;https://www.google.com/maps/place/Okeshop/@-1.2732246,116.8587828,17z/data=!3m1!4b1!4m6!3m5!1s0x2df146c3a87a8351:0x61dc89dad9af1820!8m2!3d-1.2732246!4d116.8587828!16s%2Fg%2F1hm3pzq6d?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Balikpapan Superblock E. Walk Mall Lt. Dasar No. 11A, Jalan Jenderal Sudirman, Gunung Bahagia, Balikpapan Selatan, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,2732246;116,8587828;-1.2732246,116.8587828;Toko Ponsel;Website tidak ditemukan;4,2;5 tahun lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7858;JCO COFFEE & DONUTS E-WALK;https://www.google.com/maps/place/JCO+COFFEE+%26+DONUTS+E-WALK/@-1.2732293,116.8592123,17z/data=!3m1!4b1!4m6!3m5!1s0x2df146c306d840ff:0x35278cb534108215!8m2!3d-1.2732293!4d116.8592123!16s%2Fg%2F1hm1zlk63?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;PVG5+PM4, Jl. Jenderal Sudirman, Balikpapan Superblock E. Walk Mall Lt. I, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;(0542) 7213643;-1,2732293;116,8592123;-1.2732293,116.8592123;Kedai Kopi;jcodonuts.com;3,9;2 minggu lalu;Ulasan terbaru berlabel 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7859;Alfamart BSB Blok F;https://www.google.com/maps/place/Alfamart+BSB+Blok+F/@-1.2738136,116.8579362,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14700721355d5:0xd859e01e0da8b1d6!8m2!3d-1.2738136!4d116.8579362!16s%2Fg%2F11y2bdxhxd?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;PVG5+F5F, Gn. Bahagia, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur;Nomor telepon tidak ditemukan;-1,2738136;116,8579362;-1.2738136,116.8579362;Minimarket;Website tidak ditemukan;3,4;3 minggu lalu;Ulasan terbaru berlabel 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7860;Alfamart BSB BLOK G;https://www.google.com/maps/place/Alfamart+BSB+BLOK+G/@-1.2738815,116.8593922,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1470014392b6f:0x800e497ad17f5627!8m2!3d-1.2738815!4d116.8593922!16s%2Fg%2F11vpgwq29n?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;balikpapan super blok, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur;Nomor telepon tidak ditemukan;-1,2738815;116,8593922;-1.2738815,116.8593922;Minimarket;Website tidak ditemukan;5,0;setahun lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7861;Blend Wine & Co.;https://www.google.com/maps/place/Blend+Wine+%26+Co./@-1.2740491,116.8567843,17z/data=!4m6!3m5!1s0x2df146c33f54c2c9:0x48f362dfd998cb1f!8m2!3d-1.2740491!4d116.8567843!16s%2Fg%2F11c53d8wkm?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Kawasan Balikpapan Superblock PVG4+9PM Pentacity Shopping Venue, Jl. Jenderal Sudirman Lt.GF, Gn. Bahagia, Kota Balikpapan, Kalimantan Timur 76114;(0542) 8521095;-1,2740491;116,8567843;-1.2740491,116.8567843;Restoran Masakan Barat;instagram.com;4,4;10 bulan lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7862;Xiaomi Store Pentacity;https://www.google.com/maps/place/Xiaomi+Store+Pentacity/@-1.2741561,116.8570058,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147d117c2e63f:0xe62f7b55dad022!8m2!3d-1.2741561!4d116.8570058!16s%2Fg%2F11shjrvdmz?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Jl. Jenderal Sudirman, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;0815-4960-2331;-1,2741561;116,8570058;-1.2741561,116.8570058;Toko Ponsel;instagram.com;4,9;seminggu lalu;Ulasan terbaru berlabel 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7863;KCP Balikpapan Super Block;https://www.google.com/maps/place/KCP+Balikpapan+Super+Block/@-1.2742121,116.8577203,17z/data=!4m6!3m5!1s0x2df1478453e66a05:0x57d02a4978336f8e!8m2!3d-1.2742121!4d116.8577203!16s%2Fg%2F11pzykgq3r?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Kawasan Balikpapan Super, Jl. Jenderal Sudirman No.47 Block F-02, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76115;(0542) 7213947;-1,2742121;116,8577203;-1.2742121,116.8577203;Bank;bri.co.id;3,3;4 tahun lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7864;Quest Hotel Balikpapan;https://www.google.com/maps/place/Quest+Hotel+Balikpapan/@-1.2746808,116.8577925,17z/data=!3m1!4b1!4m9!3m8!1s0x2df146c3df86d543:0xb51441f26e2501e9!5m2!4m1!1i2!8m2!3d-1.2746808!4d116.8577925!16s%2Fg%2F11b60sdb8t?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Balikpapan Superblok, Jl. Jenderal Sudirman No.11 Blok H, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;(0542) 7571881;-1,2746808;116,8577925;-1.2746808,116.8577925;Â·;balikpapan.questhotels.com;4,5;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7865;Aquaboom Waterpark;https://www.google.com/maps/place/Aquaboom+Waterpark/@-1.2746903,116.8570484,17z/data=!4m6!3m5!1s0x2df146c35d366a5f:0xfc3b3c74c07b4c1!8m2!3d-1.2746903!4d116.8570484!16s%2Fg%2F11gbl4y3x6?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Astara Hotel Balikpapan, Balikpapan Superblock, Jl. Jenderal Sudirman No.47, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;0817-1784-4888;-1,2746903;116,8570484;-1.2746903,116.8570484;Taman Rekreasi Air;aquaboombsb.com;4,4;seminggu lalu;Ulasan terbaru berlabel 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7866;Indomaret Bsb 2 Lnda;https://www.google.com/maps/place/Indomaret+Bsb+2+Lnda/@-1.2749455,116.8574594,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147a811a56247:0x1279a1fb957055d5!8m2!3d-1.2749455!4d116.8574594!16s%2Fg%2F11fcvbl5dy?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;PVG4+2XG, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;Nomor telepon tidak ditemukan;-1,2749455;116,8574594;-1.2749455,116.8574594;Minimarket;Website tidak ditemukan;2,1;3 bulan lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7867;Pantai BSB;https://www.google.com/maps/place/Pantai+BSB/@-1.2749807,116.8561693,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1471eb91079ff:0x83cc1a39d1ea0aa7!8m2!3d-1.2749807!4d116.8561693!16s%2Fg%2F11q2w08g7m?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Pantai BSB, Balikpapan Superblock, Jl. Jenderal Sudirman No.Kav 47, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;0811-541-858;-1,2749807;116,8561693;-1.2749807,116.8561693;Tujuan Wisata;pantaibsb.com;4,6;2 minggu lalu;Ulasan terbaru berlabel 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7868;KopiSoe BSB Ewalk;https://www.google.com/maps/place/KopiSoe+BSB+Ewalk/@-1.2718888,116.8591584,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1478591355f41:0x9c91d46c308f0eff!8m2!3d-1.2718888!4d116.8591584!16s%2Fg%2F11fp42qhvx?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Ruko Mall BSb Ewalk A31, Damai, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76114;0813-5822-3735;-1,2718888;116,8591584;-1.2718888,116.8591584;Kedai Kopi;Website tidak ditemukan;4,6;3 tahun lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7869;JJ Steak & Gelato;https://www.google.com/maps/place/JJ+Steak+%26+Gelato/@-1.2718893,116.8591586,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14737a6f5d36d:0x302bc9b453450075!8m2!3d-1.2718893!4d116.8591586!16s%2Fg%2F11fhwtj4fb?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Balikpapan Super Blok Ruko A33, Damai, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76114;0852-1999-1550;-1,2718893;116,8591586;-1.2718893,116.8591586;Restoran Steak;Website tidak ditemukan;4,8;sebulan lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7870;Time Concept Balikpapan (BSB);https://www.google.com/maps/place/Time+Concept+Balikpapan+(BSB)/@-1.2719831,116.8593782,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147ff80bddefb:0x26f118745f7220a3!8m2!3d-1.2719831!4d116.8593782!16s%2Fg%2F11tk9ymmxv?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;eWalk Balikpapan Super Block, ground floor no 12A, Balikpapan City, East Kalimantan 76114;0857-5177-1119;-1,2719831;116,8593782;-1.2719831,116.8593782;Toko Jam;instagram.com;4,9;3 minggu lalu;Ulasan terbaru berlabel 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7871;Zena Laser and Aesthetic Clinic;https://www.google.com/maps/place/Zena+Laser+and+Aesthetic+Clinic/@-1.2721719,116.8590341,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14725605dc543:0xe40c45acdc9ca617!8m2!3d-1.2721719!4d116.8590341!16s%2Fg%2F11vds23_kl?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Ruko BSB, Jl. Jenderal Sudirman No.47 blok A-16, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;0823-1161-6060;-1,2721719;116,8590341;-1.2721719,116.8590341;Klinik Perawatan Kulit;Website tidak ditemukan;4,3;3 minggu lalu;Ulasan terbaru berlabel 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
7872;ZAP Clinic - Balikpapan;https://www.google.com/maps/place/ZAP+Clinic+-+Balikpapan/@-1.2721889,116.8590339,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147af0b731cfd:0x9f81b09ad62719c5!8m2!3d-1.2721889!4d116.8590339!16s%2Fg%2F11fqs_1cbf?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Super Block, Jalan Jenderal Sudirman 47, Ruko Blok A 15, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114;(0542) 8213199;-1,2721889;116,8590339;-1.2721889,116.8590339;Klinik Perawatan Kulit;zapclinic.com;4,9;sebulan lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;212453;;0,168929575;;6,47101E+13;71;010;0019;BALIKPAPAN;BALIKPAPAN SELATAN;RT 19;;009;64;;;DAMAI BAHAGIA;KALIMANTAN TIMUR;;;;;;2023_1;;;;
